Time, L1-AMP, L2-AMP,L3-AMP,L4-AMP,R1-AMP,R2-AMP,R3-AMP,R4-AMP,ELEV_1-AMP,ELEV_2-AMP,INTAKE_L-AMP,INTAKE_R-AMP,BATTERY
000002.0,21.75,9.875,16.0,16.125,14.875,8.875,8.0,19.25,0.0,0.0,0.0,0.0,9.011475341796874
00002.02,20.0,9.75,16.0,16.125,8.375,6.875,9.125,21.0,0.0,0.0,0.0,0.0,9.426118408203125
00002.04,17.5,8.875,14.75,14.375,5.375,2.75,10.5,21.375,0.0,0.0,0.0,0.0,9.5454853515625
00002.06,15.25,6.875,12.75,12.5,4.5,1.625,9.75,21.625,0.0,0.0,0.0,0.0,9.80934912109375
00002.08,13.75,4.25,11.0,11.125,3.375,1.0,9.25,20.75,0.0,0.0,0.0,0.0,9.790501708984374
000002.1,12.25,3.125,9.75,10.5,2.75,1.0,8.125,21.5,0.0,0.0,0.0,0.0,9.70882958984375
00002.12,11.125,2.125,8.5,9.625,1.625,1.0,8.5,21.5,0.0,0.0,0.0,0.0,9.93499853515625
00002.14,10.375,1.5,7.625,8.75,1.75,0.875,10.125,22.75,0.0,0.0,0.0,0.0,9.828196533203124
00002.16,9.375,1.125,6.125,8.125,1.625,1.0,10.875,22.5,0.0,0.0,0.0,0.0,9.891021240234375
00002.18,9.0,0.75,5.625,7.5,1.375,0.875,10.75,22.125,0.0,0.0,0.0,0.0,10.079495361328124
000002.2,8.75,0.75,5.375,7.0,1.5,0.75,11.625,20.5,0.0,0.0,0.0,0.0,10.2239921875
00002.22,9.0,0.75,4.875,7.25,1.5,0.5,11.875,19.25,0.0,0.0,0.0,0.0,10.43759619140625
00002.24,9.0,0.75,4.625,7.0,1.875,0.375,12.75,17.875,0.0,0.0,0.0,0.0,10.167449951171875
00002.26,9.0,0.75,4.0,6.75,1.5,0.375,12.125,17.5,0.0,0.0,0.0,0.0,9.777936767578124
00002.28,8.75,0.75,3.5,5.875,1.75,0.75,11.5,18.75,0.0,0.0,0.0,0.0,9.6460048828125
000002.3,8.5,0.625,3.375,5.375,1.5,0.875,11.375,19.5,0.0,0.0,0.0,0.0,9.903586181640625
00002.32,8.0,0.625,3.75,5.0,1.5,0.875,11.875,19.875,0.0,0.0,0.0,0.0,9.953845947265625
00002.34,8.0,0.375,4.25,5.125,1.0,0.875,11.75,19.625,0.0,0.0,0.0,0.0,10.035518066406249
00002.36,8.125,0.375,3.75,5.125,1.0,0.75,11.375,20.25,0.0,0.0,0.0,0.0,10.073212890625
00002.38,8.125,0.375,3.5,4.75,1.0,0.875,11.5,21.25,0.0,0.0,0.0,0.0,9.90986865234375
000002.4,8.0,0.375,3.5,4.75,1.125,1.0,10.875,20.25,0.0,0.0,0.0,0.0,10.029235595703124
00002.42,8.125,0.625,3.5,5.125,1.125,0.75,10.375,21.125,0.0,0.0,0.0,0.0,9.92243359375
00002.44,8.125,0.625,3.5,5.25,0.875,0.75,9.75,20.0,0.0,0.0,0.0,0.0,10.2239921875
00002.46,8.5,0.625,3.875,5.75,0.625,0.5,7.625,18.125,0.0,0.0,0.0,0.0,10.48785595703125
00002.48,8.875,0.75,3.875,6.375,0.25,0.375,6.0,12.75,0.0,0.0,0.0,0.0,10.801979492187499
000002.5,9.75,1.0,5.625,7.875,0.125,0.25,3.375,6.625,0.0,0.0,0.0,0.0,10.88993408203125
00002.52,9.75,1.125,6.0,8.125,0.0,0.0,0.625,3.875,0.0,0.0,0.0,0.0,10.94019384765625
00002.54,10.375,1.125,6.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.921346435546875
00002.56,10.375,1.0,5.75,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.921346435546875
00002.58,10.0,0.75,5.625,8.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96532373046875
000002.6,9.375,0.75,5.375,7.375,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,10.896216552734375
00002.62,9.125,0.625,5.375,7.375,0.5,0.125,0.125,0.5,0.0,0.0,0.0,0.0,10.933911376953125
00002.64,8.875,0.625,4.375,6.375,0.75,0.375,0.25,1.0,0.0,0.0,0.0,0.0,11.01558349609375
00002.66,8.75,0.375,4.375,6.125,1.0,0.5,0.5,1.25,0.0,0.0,0.0,0.0,10.908781494140625
00002.68,8.375,0.375,3.75,5.75,1.0,0.625,0.5,1.625,0.0,0.0,0.0,0.0,10.908781494140625
000002.7,8.375,0.375,3.5,5.75,1.0,0.75,0.5,1.625,0.0,0.0,0.0,0.0,10.99045361328125
00002.72,8.25,0.375,3.25,5.625,1.375,0.75,0.5,2.125,0.0,0.0,0.0,0.0,10.92762890625
00002.74,8.125,0.375,2.875,5.375,1.125,0.875,0.5,2.125,0.0,0.0,0.0,0.0,10.9527587890625
00002.76,8.0,0.375,3.125,5.125,1.375,0.75,0.625,2.375,0.0,0.0,0.0,0.0,10.883651611328125
00002.78,8.0,0.375,3.125,5.25,1.5,1.0,0.5,2.375,0.0,0.0,0.0,0.0,10.9024990234375
000002.8,8.0,0.375,3.375,5.0,1.625,1.0,0.5,2.375,0.0,0.0,0.0,0.0,10.908781494140625
00002.82,8.25,0.375,3.25,4.625,1.625,1.0,0.625,2.375,0.0,0.0,0.0,0.0,10.91506396484375
00002.84,8.125,0.375,3.125,4.625,1.625,1.0,0.625,2.375,0.0,0.0,0.0,0.0,10.984171142578125
00002.86,8.125,0.25,2.625,4.75,1.625,0.875,0.625,2.375,0.0,0.0,0.0,0.0,10.88993408203125
00002.88,8.0,0.25,2.625,5.0,1.625,1.0,0.625,2.625,0.0,0.0,0.0,0.0,10.921346435546875
000002.9,7.875,0.25,2.875,5.0,1.5,1.0,0.625,2.625,0.0,0.0,0.0,0.0,10.971606201171875
00002.92,8.0,0.25,3.25,4.75,1.5,1.0,0.625,2.625,0.0,0.0,0.0,0.0,10.933911376953125
00002.94,8.125,0.25,3.25,5.0,1.375,1.0,0.625,2.375,0.0,0.0,0.0,0.0,10.908781494140625
00002.96,8.25,0.375,2.875,4.625,1.375,1.0,0.625,2.375,0.0,0.0,0.0,0.0,10.946476318359375
00002.98,8.0,0.375,3.125,4.625,1.5,1.0,0.625,2.375,0.0,0.0,0.0,0.0,10.94019384765625
000003.0,8.125,0.25,2.75,4.75,1.5,1.0,0.625,2.625,0.0,0.0,0.0,0.0,10.83967431640625
00003.02,7.75,0.25,2.625,4.625,3.5,1.0,0.75,4.125,0.0,0.0,0.0,0.0,10.374771484375
00003.04,6.75,0.25,1.875,3.375,7.625,1.75,2.75,7.25,0.0,0.0,0.0,0.0,9.853326416015625
00003.06,5.625,0.25,1.5,2.125,10.875,3.125,7.0,12.5,0.0,0.0,0.0,0.0,9.65856982421875
00003.08,3.875,0.0,0.75,1.125,11.75,4.5,11.875,18.625,0.0,0.0,0.0,0.0,10.06064794921875
000003.1,3.625,0.0,0.625,1.0,9.625,4.625,14.125,22.75,0.0,0.0,0.0,0.0,10.08577783203125
00003.12,4.125,0.0,1.0,1.625,6.375,4.375,14.75,23.375,0.0,0.0,0.0,0.0,9.727677001953124
00003.14,5.0,0.0,1.25,2.125,3.0,2.875,13.875,22.75,0.0,0.0,0.0,0.0,10.16116748046875
00003.16,6.0,0.25,1.625,2.5,1.625,2.25,13.375,21.25,0.0,0.0,0.0,0.0,10.12347265625
00003.18,6.625,0.25,1.75,2.75,1.375,2.0,12.625,21.25,0.0,0.0,0.0,0.0,10.08577783203125
000003.2,7.375,0.25,2.125,3.25,1.125,1.875,11.75,20.875,0.0,0.0,0.0,0.0,10.079495361328124
00003.24,7.375,0.25,2.125,3.25,1.625,1.375,13.125,21.375,0.0,0.0,0.0,0.0,10.1486025390625
00003.28,7.5,0.375,1.75,3.375,1.625,0.875,12.875,20.75,0.0,0.0,0.0,0.0,9.997823242187499
00003.28,7.75,0.375,2.25,3.5,1.875,0.75,10.5,20.75,0.0,0.0,0.0,0.0,10.079495361328124
000003.3,7.5,0.375,2.125,3.375,1.75,1.0,10.375,21.375,0.0,0.0,0.0,0.0,10.41246630859375
00003.32,7.5,0.375,2.625,4.0,1.75,1.0,9.875,20.75,0.0,0.0,0.0,0.0,9.853326416015625
00003.34,7.625,0.375,2.625,4.0,1.625,1.0,10.75,21.25,0.0,0.0,0.0,0.0,9.98525830078125
00003.36,7.75,0.375,2.75,4.0,1.125,0.875,11.5,20.125,0.0,0.0,0.0,0.0,9.978975830078125
00003.38,7.75,0.375,2.625,3.875,1.375,0.75,13.0,20.25,0.0,0.0,0.0,0.0,10.054365478515624
000003.4,7.75,0.375,2.25,3.5,1.0,0.875,12.375,20.0,0.0,0.0,0.0,0.0,9.891021240234375
00003.42,8.0,0.375,2.625,4.125,1.0,0.75,11.375,19.75,0.0,0.0,0.0,0.0,10.173732421875
00003.44,7.875,0.375,2.875,4.0,0.875,0.875,11.125,19.25,0.0,0.0,0.0,0.0,10.293099365234374
00003.46,7.75,0.375,3.125,4.375,0.75,0.75,10.5,19.0,0.0,0.0,0.0,0.0,10.08577783203125
00003.48,7.5,0.375,2.75,3.5,1.0,0.375,10.75,20.375,0.0,0.0,0.0,0.0,10.8522392578125
000003.5,5.75,0.25,2.125,2.5,0.75,0.375,9.25,18.875,0.0,0.0,0.0,0.0,11.499333740234375
00003.52,3.375,0.25,1.125,1.125,0.625,0.375,6.875,14.625,0.0,0.0,0.0,0.0,12.064756103515625
00003.54,0.75,0.0,0.125,0.0,0.125,0.25,4.25,8.625,0.0,0.0,0.0,0.0,12.29720751953125
00003.56,0.0,0.0,0.0,0.0,0.125,0.125,1.5,5.125,0.0,0.0,0.0,0.0,12.32233740234375
00003.58,0.0,0.0,0.0,0.0,0.25,0.125,0.75,4.125,0.0,0.0,0.0,0.0,11.951671630859375
000003.6,0.0,0.0,0.0,0.0,0.25,0.125,0.75,4.125,0.0,0.0,0.0,0.0,11.178927734375
00003.62,0.75,0.0,1.5,1.125,0.25,0.25,0.75,4.125,0.0,0.0,0.0,0.0,10.443878662109375
00003.64,5.0,1.75,4.625,4.125,0.5,0.25,0.625,2.625,0.0,0.0,0.0,0.0,9.98525830078125
00003.66,10.875,4.25,8.625,7.875,0.5,0.25,0.5,1.875,0.0,0.0,0.0,0.0,9.978975830078125
00003.68,16.5,7.0,11.375,11.25,0.625,0.125,0.5,1.25,0.0,0.0,0.0,0.0,10.330794189453124
000003.7,17.5,8.25,11.75,11.5,1.125,0.25,0.5,2.125,0.0,0.0,0.0,0.0,10.58837548828125
00003.72,14.625,7.25,9.75,10.125,1.5,0.5,0.625,3.875,0.0,0.0,0.0,0.0,10.73915478515625
00003.74,10.25,5.5,9.75,8.125,1.75,0.875,0.75,4.75,0.0,0.0,0.0,0.0,10.92762890625
00003.76,7.625,2.875,5.625,6.25,2.125,1.0,0.875,4.875,0.0,0.0,0.0,0.0,10.91506396484375
00003.78,6.0,1.125,5.0,5.25,2.125,1.25,1.125,4.875,0.0,0.0,0.0,0.0,11.0030185546875
000003.8,5.0,0.625,4.375,4.5,2.125,1.125,1.125,5.0,0.0,0.0,0.0,0.0,11.072125732421874
00003.82,4.25,0.375,3.375,3.75,1.875,1.125,1.125,5.125,0.0,0.0,0.0,0.0,11.097255615234374
00003.84,3.625,0.25,2.625,3.0,1.875,1.125,1.125,5.125,0.0,0.0,0.0,0.0,11.11610302734375
00003.86,3.25,0.25,2.25,2.5,1.875,0.875,1.125,5.125,0.0,0.0,0.0,0.0,11.09097314453125
00003.88,2.5,0.25,2.0,2.25,2.5,0.875,1.125,5.0,0.0,0.0,0.0,0.0,11.172645263671875
000003.9,2.5,0.25,1.75,2.0,2.125,0.875,1.125,5.0,0.0,0.0,0.0,0.0,11.134950439453124
00003.92,2.25,0.25,1.625,1.875,2.125,0.875,1.125,5.0,0.0,0.0,0.0,0.0,11.16636279296875
00003.94,2.125,0.25,1.625,1.75,1.875,1.0,0.875,5.0,0.0,0.0,0.0,0.0,11.11610302734375
00003.96,2.125,0.25,1.625,1.75,2.25,1.0,1.125,4.875,0.0,0.0,0.0,0.0,11.178927734375
00003.98,1.875,0.25,1.375,1.75,2.125,1.25,1.125,5.0,0.0,0.0,0.0,0.0,11.21662255859375
00004.02,2.75,0.25,1.375,1.5,2.25,1.0,1.125,5.125,0.0,0.0,0.0,0.0,10.92762890625
00004.04,7.375,0.625,2.875,2.875,1.375,0.75,0.75,4.0,0.0,0.0,0.0,0.0,10.456443603515625
00004.06,13.0,1.5,7.375,7.125,0.75,0.25,0.5,2.25,0.0,0.0,0.0,0.0,9.9475634765625
00004.08,18.5,2.625,12.0,11.875,0.0,0.0,0.125,0.75,0.0,0.0,0.0,0.0,9.8470439453125
000004.1,20.375,3.5,15.625,15.75,1.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,9.65856982421875
00004.12,18.5,3.25,16.0,16.75,5.0,2.375,0.75,1.875,0.0,0.0,0.0,0.0,9.551767822265624
00004.14,18.5,2.125,13.5,15.125,10.125,5.5,2.125,4.625,0.0,0.0,0.0,0.0,9.31931640625
00004.16,14.25,0.875,9.75,11.625,16.5,9.125,4.125,8.125,0.0,0.0,0.0,0.0,9.0428876953125
00004.18,10.25,0.625,7.625,8.875,21.875,12.0,5.875,11.875,0.0,0.0,0.0,0.0,8.7915888671875
000004.2,7.875,0.25,4.25,5.875,26.5,13.5,7.625,15.625,0.0,0.0,0.0,0.0,8.665939453125
00004.22,4.0,0.0,2.875,3.75,29.375,15.5,11.5,19.0,0.0,0.0,0.0,0.0,8.986345458984374
00004.24,4.25,0.0,1.625,2.75,29.0,16.5,11.375,20.75,0.0,0.0,0.0,0.0,9.35701123046875
00004.26,4.25,0.25,2.125,3.5,25.375,15.625,11.375,20.25,0.0,0.0,0.0,0.0,9.602027587890625
00004.28,5.875,0.375,3.125,5.125,20.25,14.0,10.125,17.75,0.0,0.0,0.0,0.0,9.746524414062499
000004.3,8.25,0.625,5.0,7.125,16.875,10.375,6.5,14.625,0.0,0.0,0.0,0.0,9.93499853515625
000004.3,9.0,0.625,5.875,8.125,14.25,8.875,3.5,12.75,0.0,0.0,0.0,0.0,9.978975830078125
00004.34,9.375,0.625,6.0,8.625,12.25,7.375,1.375,11.375,0.0,0.0,0.0,0.0,10.142320068359375
00004.34,9.625,0.625,6.125,8.625,12.25,6.375,0.875,10.125,0.0,0.0,0.0,0.0,10.066930419921874
00004.36,9.375,0.875,6.125,8.5,11.25,5.375,0.75,9.125,0.0,0.0,0.0,0.0,10.242839599609376
00004.38,9.125,0.625,5.625,8.5,10.5,4.5,0.625,8.75,0.0,0.0,0.0,0.0,10.280534423828124
00004.42,8.625,0.625,5.25,8.5,9.875,3.0,0.625,8.75,0.0,0.0,0.0,0.0,10.33707666015625
00004.44,8.375,0.625,5.0,8.375,9.5,2.5,0.625,8.5,0.0,0.0,0.0,0.0,10.31194677734375
00004.46,8.25,0.375,4.75,8.25,9.125,2.125,0.625,8.125,0.0,0.0,0.0,0.0,10.374771484375
00004.46,8.25,0.375,4.25,7.625,8.75,2.375,0.625,7.875,0.0,0.0,0.0,0.0,10.431313720703125
00004.48,8.375,0.375,4.375,6.875,8.625,2.125,0.625,8.0,0.0,0.0,0.0,0.0,10.368489013671875
000004.5,8.25,0.375,3.875,6.875,8.5,2.125,0.625,8.0,0.0,0.0,0.0,0.0,10.418748779296875
00004.52,8.25,0.375,3.875,6.75,8.375,2.125,0.375,7.25,0.0,0.0,0.0,0.0,10.575810546875
00004.54,8.375,0.375,3.375,6.875,8.375,2.0,0.375,7.5,0.0,0.0,0.0,0.0,10.550680664062499
00004.56,8.0,0.375,3.5,6.875,8.0,1.625,0.625,7.875,0.0,0.0,0.0,0.0,10.575810546875
00004.58,7.625,0.375,3.5,6.625,7.125,1.25,0.625,7.875,0.0,0.0,0.0,0.0,10.48785595703125
000004.6,7.5,0.375,3.5,6.625,6.5,1.25,0.625,7.875,0.0,0.0,0.0,0.0,10.58837548828125
00004.62,7.375,0.375,3.375,5.875,6.125,1.0,0.625,7.875,0.0,0.0,0.0,0.0,10.575810546875
